      time         0         1         2
  1.151500  0.129787  0.091592  0.250017
  1.153250  0.130443  0.091396  0.250278
  1.155000  0.131103  0.091202  0.250540
  1.156750  0.131768  0.091008  0.250803
  1.158500  0.132436  0.090816  0.251067
  1.160250  0.133108  0.090625  0.251333
  1.162000  0.133784  0.090434  0.251600
  1.163750  0.134465  0.090245  0.251868
  1.165500  0.135149  0.090057  0.252137
  1.167250  0.135838  0.089869  0.252408
  1.169000  0.136531  0.089683  0.252680
  1.170750  0.137229  0.089498  0.252953
  1.172500  0.137930  0.089314  0.253227
  1.174250  0.138636  0.089130  0.253503
  1.176000  0.139346  0.088948  0.253779
  1.177750  0.140061  0.088767  0.254057
  1.179500  0.140780  0.088587  0.254337
  1.181250  0.141503  0.088407  0.254617
  1.183000  0.142231  0.088229  0.254899
  1.184750  0.142963  0.088052  0.255182
  1.186500  0.143700  0.087876  0.255466
  1.188250  0.144441  0.087700  0.255752
  1.190000  0.145186  0.087526  0.256039
  1.191750  0.145937  0.087353  0.256327
  1.193500  0.146692  0.087180  0.256616
  1.195250  0.147451  0.087009  0.256907
  1.197000  0.148215  0.086839  0.257198
  1.198750  0.148984  0.086670  0.257492
  1.200500  0.149758  0.086501  0.257786
  1.202250  0.150536  0.086334  0.258082
  1.204000  0.151319  0.086168  0.258378
  1.205750  0.152107  0.086002  0.258677
  1.207500  0.152899  0.085838  0.258976
  1.209250  0.153697  0.085674  0.259277
  1.211000  0.154499  0.085512  0.259579
  1.212750  0.155307  0.085351  0.259882
  1.214500  0.156119  0.085190  0.260187
  1.216250  0.156936  0.085031  0.260493
  1.218000  0.157758  0.084872  0.260800
  1.219750  0.158586  0.084715  0.261109
  1.221500  0.159418  0.084558  0.261418
  1.223250  0.160256  0.084403  0.261729
  1.225000  0.161098  0.084248  0.262042
  1.226750  0.161946  0.084095  0.262356
  1.228500  0.162799  0.083942  0.262671
  1.230250  0.163657  0.083791  0.262987
  1.232000  0.164520  0.083640  0.263305
  1.233750  0.165389  0.083490  0.263624
  1.235500  0.166263  0.083342  0.263944
  1.237250  0.167143  0.083194  0.264265
  1.239000  0.168027  0.083047  0.264588
  1.240750  0.168918  0.082902  0.264913
  1.242500  0.169813  0.082757  0.265238
  1.244250  0.170714  0.082613  0.265565
  1.246000  0.171621  0.082470  0.265893
  1.247750  0.172533  0.082329  0.266223
  1.249500  0.173451  0.082188  0.266554
  1.251250  0.174375  0.082048  0.266886
  1.253000  0.175304  0.081909  0.267220
  1.254750  0.176239  0.081771  0.267555
  1.256500  0.177179  0.081635  0.267891
  1.258250  0.178126  0.081499  0.268229
  1.260000  0.179078  0.081364  0.268568
  1.261750  0.180036  0.081230  0.268908
  1.263500  0.181000  0.081097  0.269250
  1.265250  0.181970  0.080965  0.269593
  1.267000  0.182946  0.080834  0.269938
  1.268750  0.183927  0.080704  0.270284
  1.270500  0.184915  0.080575  0.270631
  1.272250  0.185909  0.080447  0.270979
  1.274000  0.186909  0.080320  0.271329
  1.275750  0.187915  0.080194  0.271681
  1.277500  0.188928  0.080069  0.272034
  1.279250  0.189946  0.079945  0.272388
  1.281000  0.190971  0.079822  0.272744
  1.282750  0.192002  0.079700  0.273101
  1.284500  0.193040  0.079580  0.273459
  1.286250  0.194083  0.079460  0.273819
  1.288000  0.195134  0.079341  0.274180
  1.289750  0.196190  0.079223  0.274543
  1.291500  0.197254  0.079106  0.274907
  1.293250  0.198323  0.078990  0.275273
  1.295000  0.199400  0.078875  0.275640
  1.296750  0.200483  0.078761  0.276008
  1.298500  0.201572  0.078648  0.276378
  1.300250  0.202669  0.078536  0.276749
  1.302000  0.203772  0.078425  0.277122
  1.303750  0.204882  0.078315  0.277496
  1.305500  0.205998  0.078207  0.277872
  1.307250  0.207122  0.078099  0.278249
  1.309000  0.208253  0.077992  0.278628
  1.310750  0.209390  0.077886  0.279008
  1.312500  0.210535  0.077782  0.279389
  1.314250  0.211686  0.077678  0.279772
  1.316000  0.212845  0.077575  0.280157
  1.317750  0.214011  0.077474  0.280543
  1.319500  0.215184  0.077373  0.280931
  1.321250  0.216364  0.077274  0.281320
  1.323000  0.217551  0.077175  0.281710
  1.324750  0.218746  0.077078  0.282102
  1.326500  0.219948  0.076982  0.282496
  1.328250  0.221158  0.076886  0.282891
  1.330000  0.222375  0.076792  0.283287
  1.331750  0.223600  0.076699  0.283685
  1.333500  0.224832  0.076607  0.284085
  1.335250  0.226072  0.076516  0.284486
  1.337000  0.227319  0.076426  0.284889
  1.338750  0.228574  0.076337  0.285293
  1.340500  0.229837  0.076249  0.285699
  1.342250  0.231108  0.076163  0.286106
  1.344000  0.232386  0.076077  0.286515
  1.345750  0.233673  0.075992  0.286926
  1.347500  0.234967  0.075909  0.287338
  1.349250  0.236270  0.075827  0.287752
  1.351000  0.237580  0.075746  0.288167
  1.352750  0.238899  0.075665  0.288584
  1.354500  0.240225  0.075586  0.289002
  1.356250  0.241560  0.075509  0.289422
  1.358000  0.242903  0.075432  0.289844
  1.359750  0.244255  0.075356  0.290267
  1.361500  0.245615  0.075282  0.290692
  1.363250  0.246983  0.075208  0.291118
  1.365000  0.248360  0.075136  0.291547
  1.366750  0.249745  0.075065  0.291976
  1.368500  0.251139  0.074995  0.292408
  1.370250  0.252542  0.074926  0.292841
  1.372000  0.253953  0.074859  0.293276
  1.373750  0.255373  0.074792  0.293712
  1.375500  0.256802  0.074727  0.294150
  1.377250  0.258239  0.074663  0.294590
  1.379000  0.259686  0.074600  0.295031
  1.380750  0.261141  0.074538  0.295474
  1.382500  0.262606  0.074478  0.295919
  1.384250  0.264080  0.074419  0.296366
  1.386000  0.265562  0.074360  0.296814
  1.387750  0.267054  0.074304  0.297264
  1.389500  0.268556  0.074248  0.297715
  1.391250  0.270066  0.074193  0.298169
  1.393000  0.271586  0.074140  0.298624
  1.394750  0.273116  0.074088  0.299081
  1.396500  0.274655  0.074037  0.299539
  1.398250  0.276203  0.073988  0.299999
  1.400000  0.277761  0.073940  0.300462
  1.401750  0.279329  0.073893  0.300925
  1.403500  0.280907  0.073847  0.301391
  1.405250  0.282494  0.073802  0.301858
  1.407000  0.284091  0.073759  0.302328
  1.408750  0.285699  0.073717  0.302799
  1.410500  0.287316  0.073677  0.303271
  1.412250  0.288943  0.073638  0.303746
  1.414000  0.290580  0.073600  0.304223
  1.415750  0.292228  0.073563  0.304701
  1.417500  0.293886  0.073528  0.305181
  1.419250  0.295554  0.073494  0.305663
  1.421000  0.297233  0.073461  0.306147
  1.422750  0.298922  0.073430  0.306632
  1.424500  0.300621  0.073400  0.307120
  1.426250  0.302332  0.073372  0.307609
  1.428000  0.304053  0.073344  0.308101
  1.429750  0.305784  0.073319  0.308594
  1.431500  0.307527  0.073294  0.309089
  1.433250  0.309280  0.073271  0.309586
  1.435000  0.311044  0.073250  0.310085
  1.436750  0.312819  0.073230  0.310585
  1.438500  0.314606  0.073211  0.311088
  1.440250  0.316403  0.073194  0.311593
  1.442000  0.318212  0.073178  0.312100
  1.443750  0.320032  0.073164  0.312608
  1.445500  0.321863  0.073151  0.313119
  1.447250  0.323706  0.073140  0.313631
  1.449000  0.325561  0.073130  0.314146
  1.450750  0.327427  0.073122  0.314662
  1.452500  0.329304  0.073115  0.315181
  1.454250  0.331194  0.073110  0.315701
  1.456000  0.333095  0.073106  0.316224
  1.457750  0.335008  0.073104  0.316749
  1.459500  0.336933  0.073103  0.317275
  1.461250  0.338871  0.073104  0.317804
  1.463000  0.340820  0.073107  0.318335
  1.464750  0.342782  0.073111  0.318868
  1.466500  0.344755  0.073117  0.319402
  1.468250  0.346742  0.073124  0.319939
  1.470000  0.348740  0.073133  0.320479
  1.471750  0.350752  0.073144  0.321020
  1.473500  0.352775  0.073156  0.321563
  1.475250  0.354812  0.073170  0.322109
  1.477000  0.356861  0.073186  0.322656
  1.478750  0.358924  0.073203  0.323206
  1.480500  0.360999  0.073222  0.323758
  1.482250  0.363087  0.073243  0.324312
  1.484000  0.365188  0.073266  0.324868
  1.485750  0.367303  0.073290  0.325427
  1.487500  0.369431  0.073316  0.325987
  1.489250  0.371572  0.073344  0.326550
  1.491000  0.373726  0.073374  0.327115
  1.492750  0.375895  0.073406  0.327683
  1.494500  0.378076  0.073439  0.328252
  1.496250  0.380272  0.073474  0.328824
  1.498000  0.382481  0.073511  0.329398
  1.499750  0.384705  0.073550  0.329975
  1.501500  0.386942  0.073591  0.330553
  1.503250  0.389193  0.073634  0.331134
  1.505000  0.391459  0.073679  0.331718
  1.506750  0.393739  0.073725  0.332303
  1.508500  0.396033  0.073774  0.332891
  1.510250  0.398342  0.073825  0.333482
  1.512000  0.400665  0.073877  0.334074
  1.513750  0.403003  0.073932  0.334669
  1.515500  0.405356  0.073988  0.335267
  1.517250  0.407723  0.074047  0.335867
  1.519000  0.410106  0.074108  0.336469
  1.520750  0.412503  0.074171  0.337074
  1.522500  0.414916  0.074236  0.337681
  1.524250  0.417344  0.074303  0.338290
  1.526000  0.419787  0.074372  0.338903
  1.527750  0.422246  0.074444  0.339517
  1.529500  0.424720  0.074517  0.340134
  1.531250  0.427210  0.074593  0.340754
  1.533000  0.429715  0.074671  0.341376
  1.534750  0.432237  0.074751  0.342000
  1.536500  0.434774  0.074834  0.342628
  1.538250  0.437328  0.074919  0.343257
  1.540000  0.439898  0.075006  0.343890
  1.541750  0.442484  0.075096  0.344524
  1.543500  0.445086  0.075188  0.345162
  1.545250  0.447705  0.075282  0.345802
  1.547000  0.450340  0.075379  0.346445
  1.548750  0.452992  0.075478  0.347090
  1.550500  0.455661  0.075579  0.347738
  1.552250  0.458347  0.075683  0.348389
  1.554000  0.461050  0.075790  0.349042
  1.555750  0.463770  0.075899  0.349699
  1.557500  0.466508  0.076011  0.350357
  1.559250  0.469262  0.076125  0.351019
  1.561000  0.472034  0.076242  0.351683
  1.562750  0.474824  0.076361  0.352350
  1.564500  0.477632  0.076483  0.353020
  1.566250  0.480457  0.076608  0.353693
  1.568000  0.483301  0.076736  0.354368
  1.569750  0.486162  0.076866  0.355047
  1.571500  0.489042  0.076999  0.355728
  1.573250  0.491940  0.077135  0.356412
  1.575000  0.494856  0.077273  0.357099
  1.576750  0.497791  0.077415  0.357789
  1.578500  0.500745  0.077559  0.358482
  1.580250  0.503717  0.077706  0.359177
  1.582000  0.506709  0.077857  0.359876
  1.583750  0.509719  0.078010  0.360577
  1.585500  0.512749  0.078166  0.361282
  1.587250  0.515798  0.078325  0.361990
  1.589000  0.518867  0.078488  0.362700
  1.590750  0.521955  0.078653  0.363414
  1.592500  0.525062  0.078822  0.364130
  1.594250  0.528190  0.078993  0.364850
  1.596000  0.531338  0.079168  0.365573
  1.597750  0.534505  0.079347  0.366299
  1.599500  0.537693  0.079528  0.367028
  1.601250  0.540901  0.079713  0.367760
  1.603000  0.544130  0.079901  0.368496
  1.604750  0.547380  0.080092  0.369234
  1.606500  0.550650  0.080287  0.369976
  1.608250  0.553941  0.080486  0.370721
  1.610000  0.557253  0.080687  0.371469
  1.611750  0.560587  0.080893  0.372221
  1.613500  0.563941  0.081102  0.372976
  1.615250  0.567318  0.081314  0.373734
  1.617000  0.570715  0.081530  0.374495
  1.618750  0.574135  0.081750  0.375260
  1.620500  0.577577  0.081974  0.376028
  1.622250  0.581040  0.082201  0.376799
  1.624000  0.584526  0.082432  0.377574
  1.625750  0.588034  0.082667  0.378353
  1.627500  0.591565  0.082906  0.379135
  1.629250  0.595118  0.083149  0.379920
  1.631000  0.598694  0.083396  0.380709
  1.632750  0.602293  0.083647  0.381501
  1.634500  0.605916  0.083902  0.382297
  1.636250  0.609561  0.084161  0.383096
  1.638000  0.613230  0.084424  0.383899
  1.639750  0.616923  0.084691  0.384706
  1.641500  0.620639  0.084963  0.385516
  1.643250  0.624379  0.085239  0.386330
  1.645000  0.628143  0.085519  0.387147
  1.646750  0.631932  0.085804  0.387968
  1.648500  0.635745  0.086093  0.388793
  1.650250  0.639582  0.086387  0.389622
  1.652000  0.643444  0.086685  0.390454
  1.653750  0.647331  0.086988  0.391291
  1.655500  0.651243  0.087295  0.392131
  1.657250  0.655181  0.087608  0.392975
  1.659000  0.659143  0.087925  0.393822
  1.660750  0.663131  0.088247  0.394674
  1.662500  0.667145  0.088573  0.395530
  1.664250  0.671185  0.088905  0.396389
  1.666000  0.675251  0.089242  0.397253
  1.667750  0.679344  0.089584  0.398120
  1.669500  0.683462  0.089930  0.398992
  1.671250  0.687608  0.090282  0.399867
  1.673000  0.691780  0.090640  0.400747
  1.674750  0.695979  0.091002  0.401631
  1.676500  0.700205  0.091370  0.402519
  1.678250  0.704458  0.091744  0.403411
  1.680000  0.708739  0.092122  0.404307
  1.681750  0.713048  0.092507  0.405208
  1.683500  0.717385  0.092897  0.406112
  1.685250  0.721750  0.093293  0.407021
  1.687000  0.726143  0.093694  0.407935
  1.688750  0.730564  0.094101  0.408852
  1.690500  0.735015  0.094515  0.409774
  1.692250  0.739494  0.094934  0.410701
  1.694000  0.744002  0.095359  0.411632
  1.695750  0.748539  0.095790  0.412567
  1.697500  0.753106  0.096228  0.413507
  1.699250  0.757702  0.096671  0.414451
  1.701000  0.762329  0.097121  0.415400
  1.702750  0.766985  0.097578  0.416353
  1.704500  0.771672  0.098041  0.417311
  1.706250  0.776389  0.098510  0.418274
  1.708000  0.781136  0.098986  0.419241
  1.709750  0.785915  0.099469  0.420213
  1.711500  0.790725  0.099959  0.421190
  1.713250  0.795566  0.100455  0.422172
  1.715000  0.800438  0.100959  0.423158
  1.716750  0.805343  0.101469  0.424149
  1.718500  0.810279  0.101987  0.425145
  1.720250  0.815247  0.102512  0.426146
  1.722000  0.820248  0.103044  0.427152
  1.723750  0.825281  0.103584  0.428163
  1.725500  0.830347  0.104131  0.429179
  1.727250  0.835447  0.104685  0.430200
  1.729000  0.840579  0.105248  0.431226
  1.730750  0.845745  0.105818  0.432257
  1.732500  0.850945  0.106396  0.433294
  1.734250  0.856179  0.106982  0.434335
  1.736000  0.861447  0.107576  0.435382
  1.737750  0.866749  0.108178  0.436434
  1.739500  0.872086  0.108788  0.437491
  1.741250  0.877458  0.109407  0.438554
  1.743000  0.882865  0.110034  0.439622
  1.744750  0.888307  0.110670  0.440696
  1.746500  0.893785  0.111315  0.441775
  1.748250  0.899299  0.111968  0.442859
  1.750000  0.904849  0.112630  0.443950
